days,content,cleaned_review
180,The camera is really good.  With average use of the mobile the battery lasts comfortably for the whole day,the camera is really good with average use of the mobile the battery lasts comfortably for the whole day
210,Display is very good... internet connectivity is very fast... satisfied with this product,display is very good internet connectivity is very fast satisfied with this product
240,Very nice am happy 😊,very nice am happy
270,"Although all over phone is very good .
But if u r looking for security in ur phone then u shouldn't go for this phone as per my opinion, because moto does not have secure app lock,it does not hide app...",although all over phone is very good but if u r looking for security in ur phone then u shouldn t go for this phone as per my opinion because moto does not have secure app lock it does not hide app
270,"Good phone under 25000. Camera can be better. Overall satisfied. 
Experienced bad delivery from Flipkart this time. Delayed for 2 days",good phone under 25000 camera can be better overall satisfied experienced bad delivery from flipkart this time delayed for 2 days
270,Overall Good And Design Is Amazing,overall good and design is amazing
30,"Network issue little bit low , otherwise all the program is so good 😊",network issue little bit low otherwise all the program is so good
60,Good but need speed and new features,good but need speed and new features
60,"Battery backup is not good 👍 
The rest is OK. 
And the front camera needs an update",battery backup is not good the rest is ok and the front camera needs an update
60,Camera is not good  plz don't bay,camera is not good plz don t bay
90,"Every is fine but the camera performance is below average. If camera is not the major requirement,then only consider it to buy.",every is fine but the camera performance is below average if camera is not the major requirement then only consider it to buy
90,"Hot spot issue,not working when other mobile attached to this",hot spot issue not working when other mobile attached to this
90,Camera zoom not clear,camera zoom not clear
90,Not upto good average,not upto good average
120,"Phone lag is a major problem. Even if the camera, battery, and design are good, if the phone lags it's useless.
A phone with average camera or design is acceptable, but if the performance is poor, the...",phone lag is a major even if the camera battery and design are good if the phone lags it s useless a phone with average camera or design is acceptable but if the performance is poor the
120,Only battery issue rest all perfect for this price.i am not a gamer,only battery issue rest all perfect for this price i am not a gamer
150,Very good,very good
150,No Gallery app,no gallery app
150,Heat problem lag problem poor selfie camera battery drained,heat lag poor selfie camera battery drained
150,Nice 😊,nice
150,Network Fluctuations Issue with  Indoor and Outdoor And Screen Saver Is not showing on the screen after when Phone Locked Camera Quality Is Okay Not Is Better Other than Phone In Market with In this P...,network fluctuations issue with indoor and outdoor and screen saver is not showing on the screen after when phone locked camera quality is okay not is better other than phone in market with in this p
150,"Camera not consistent 
Too much yellow tone",camera not consistent too much yellow tone
150,Sound not ok,sound not ok
150,Amazing camera quality,amazing camera quality
150,Impressive in this price range. Complete package.,impressive in this price range complete package
150,Camera is not as my expectations i already use Realme GT2 same camera Sony lence camera is absolutely well,camera is not as my expectations i already use realme gt2 same camera sony lence camera is absolutely well
150,ok phone but built quality weak,ok phone but built quality weak
180,So much heating problem..and battry issue just6-7hour,so much heating and battry issue just6 7hour
180,Touch response little bit slow,touch response little bit slow
210,Heavy Battery Drain issue 🥲🥲,heavy battery drain issue
210,"I am not satisfied bcz Internet connectivity is very poor, especially in low network areas where it hardly works. Apart from that, the phone hangs sometimes, battery backup is weak, and charging is sl...",i am not satisfied bcz internet connectivity is very poor especially in low network areas where it hardly works apart from that the phone hangs sometimes battery backup is weak and charging is sl
210,"#Display is very bad as compared to Amoled.if want good display always prefer amlod.
#performance is not very good some time taking time to open an APP or page.
#design great.
#camera good.
#battery good.",display is very bad as compared to amoled if want good display always prefer amlod performance is not very good some time taking time to open an app or page design great camera good battery good
210,I had been wanting to buy a motorola mobile for a long time. Motorola's mobile is quite good. The battery backup is a little less. I liked it in comparison to other mobiles. Overall good mobile on flipkart,i had been wanting to buy a motorola mobile for a long time motorola s mobile is quite good the battery backup is a little less i liked it in comparison to other mobiles overall good mobile on flipkart
210,I used the last 3 months don't buy this mobile battery automatically dry if your not using mobile also and if you turn on wifi hotspots will turn off. Some time mobile will hang. While charging the mo...,i used the last 3 months don t buy this mobile battery automatically dry if your not using mobile also and if you turn on wifi hotspots will turn off some time mobile will hang while charging the mo
240,Worst camera don't buy with this price range,worst camera don t buy with this price range
240,Not impress this phone,not impress this phone
240,"Phone is good, but heating issue not resolve.",phone is good but heating issue not resolve
240,Network not proper working,network not proper working
270,Average quality product.,average quality product
270,"Everything is good except camera is ok ok give a redness vibe in picture hope they fix it in updates sometimes mobile stuck also i don't know why but has some bug also ...... 
All is considerably good...",everything is good except camera is ok ok give a redness vibe in picture hope they fix it in updates sometimes mobile stuck also i don t know why but has some bug also all is considerably good
270,Camera quality issue More noise on pictures,camera quality issue more noise on pictures
270,"Moto AI is not working properly,Pic eraser is very bad, not working properly,I am very disappointed with this phone 
Don't buy it",moto ai is not working properly pic eraser is very bad not working properly i am very disappointed with this phone don t buy it
270,"This phone has problem in connecting to 5G. 
The same place where 5G network is available in the phone of some other company is the same place where 5G network is not available in the phone. 
And the ...",this phone has in connecting to 5g the same place where 5g network is available in the phone of some other company is the same place where 5g network is not available in the phone and the
300,Charging problem,charging
300,"photos:10/10
Gameing:10/8
Display:10/10
Battery: 10/9",photos 10 10 gameing 10 8 display 10 10 battery 10 9
300,Nice product.,nice product
300,Some slowness in screen tou5,some slowness in screen tou5
330,"Exchange policy is bad , mobile condition everything good but problem on calling time by earbud",exchange policy is bad mobile condition everything good but on calling time by earbud
330,"The the leather at the back turns yellow
rest its good performance wise
front screen is durable",the the leather at the back turns yellow rest its good performance wise front screen is durable
330,Front camera not good 👎🏻,front camera not good
330,Front camera is not good,front camera is not good
330,Very good camera and battery also good,very good camera and battery also good
330,Best choice for normal use phone better experience,best choice for normal use phone better experience
330,Good,good
90,"Below average according to the price of 22k
Expected better Ui and Camera performance.
Motherboard died only in 5 months",below average according to the price of 22k expected better ui and camera performance motherboard died only in 5 months
180,Camera is descent battery backup low almost 4-5 hrs performance average,camera is descent battery backup low almost 4 5 hrs performance average
180,Lagging issues,lagging issues
330,This mobile not water resistant,this mobile not water resistant
60,"This model is ultimate. I am using this by 3 months, and everything got nice. Good camera at night as well. Sound quality is unmatched, really u feel Dolby Atmos without buds. Display is mind blowing,...",this model is ultimate i am using this by 3 months and everything got nice good camera at night as well sound quality is unmatched really u feel dolby atmos without buds display is mind blowing
90,Good,good
90,Very good mobile but samsung is best...,very good mobile but samsung is best
150,"Nice phone, best camra and battery performance.",nice phone best camra and battery performance
150,Design and congratulations and all performance is good but camera 4.5 rating and tuch is not very quickly compared to my old  mi mobile.,design and congratulations and all performance is good but camera 4 5 rating and tuch is not very quickly compared to my old mi mobile
150,Nice,nice
150,Excellent camera and the display in the category.l liked a lot.Good performance.Thank you Moto.,excellent camera and the display in the category l liked a lot good performance thank you moto
150,The camera is osmm!,the camera is osmm
180,"Premium look
Smooth experience 
Camera worth",premium look smooth experience camera worth
180,Good smartphone performance,good smartphone performance
180,Best Mobile in this range ✨🔥,best mobile in this range
180,For my love,for my love
180,Best in market best in photography. Love it,best in market best in photography love it
180,Sup,sup
180,Super,super
180,"I like camera, display and performance 🥰👌👌",i like camera display and performance
180,Thank u Flipkart good photos,thank u flipkart good photos
180,Very good mobile phone with great display.,very good mobile phone with great display
180,Nice looking with soft touch,nice looking with soft touch
210,Best phone this price range ❤️❤️💗❤️❤️,best phone this price range
210,Specifications is Good. Grip Good. Available color Good.,specifications is good grip good available color good
210,"Exceptional camera, WOW display 🤩 go for it .. nice purchase",exceptional camera wow display go for it nice purchase
240,"I Love it nice product 
Camera nice 
Battery nice 
Lite wet but 
chrjar is west not working",i love it nice product camera nice battery nice lite wet but chrjar is west not working
240,"All things considered, I believe that this phone is the best value phone on the market for its price. I would recommend it as it seems to be both user-friendly and affordable.",all things considered i believe that this phone is the best value phone on the market for its price i would recommend it as it seems to be both user friendly and affordable
270,"Nice product from motorola, I buy it for my personal use and it's performance is great.",nice product from motorola i buy it for my personal use and it s performance is great
270,"Softwer is very bad  they have basic apps using. Google apps basic like contact, in contact if you search S it will give all names that has S , general it should give with same start with S . Phone is...",softwer is very bad they have basic apps using google apps basic like contact in contact if you search s it will give all names that has s general it should give with same start with s phone is
300,"Good phone
Battery good
Camera good
No lag for me as i m not heavy user
Overall good for me n enjoying it.",good phone battery good camera good no lag for me as i m not heavy user overall good for me n enjoying it
300,good,good
300,Very nice 👍,very nice
300,Everything is best but day to day task device lags on basic daily task I don't play heavy games but device lags  only 2 days has done when I bought this device it need optimisation by software update,everything is best but day to day task device lags on basic daily task i don t play heavy games but device lags only 2 days has done when i bought this device it need optimisation by software update
300,I like the curve display it's my first curve display mobile. Speaking about cons Motorola needs to create their own apps.,i like the curve display it s my first curve display mobile speaking about motorola needs to create their own apps
330,"Camera quality is awesome .. dolby sound , curved display fast charging. mobile is overall good on this price range ..",camera quality is awesome dolby sound curved display fast charging mobile is overall good on this price range
330,Best phone,best phone
330,"Camera quality Best 
Display quality Best 
Battery best",camera quality best display quality best battery best
180,"Much improvement needed in terms of UI, more customisation needed",much improvement needed in terms of ui more customisation needed
330,There is little gap at the right side through which water may enter,there is little gap at the right side through which water may enter
330,"Fantabulous for the Mobile Uses and Screen is a Awesome 

Camera Very Clarity for Still

Power backup 2 Days",fantabulous for the mobile uses and screen is a awesome camera very clarity for still power backup 2 days
330,All gud specially flipkart agent shubham such a very nice person ane gud behiver. Thanks flipkart for gud man power in marketing,all gud specially flipkart agent shubham such a very nice person ane gud behiver thanks flipkart for gud man power in marketing
180,"If u want a mobile camera don't buy it, The camera is very poor, only the name 50mp but quality is 5mp batter is good",if u want a mobile camera don t buy it the camera is very poor only the name 50mp but quality is 5mp batter is good
240,"One of the best camera phone in this price range with good battery, good display and decent performance.",one of the best camera phone in this price range with good battery good display and decent performance
330,I'm really disappointed... I will explain my experience some couple of weeks,i m really disappointed i will explain my experience some couple of weeks
330,Camera is not good but Photo Quality good 😊👍,camera is not good but photo quality good
330,Stunning.,stunning
330,Great value at this price,great value at this price
330,I love it. Thanks flipkart.,i love it thanks flipkart
1,Nice product and looking or features is best from other mobile,nice product and looking or features is best from other mobile
1,"Good phone for the price. The display, design, and battery are very impressive and the overall experience is smooth. However, the front camera could have been better, and there are some minor lock scr...",good phone for the price the display design and battery are very impressive and the overall experience is smooth however the front camera could have been better and there are some minor lock scr
1,Very nice,very nice
1,Good phone 🥰,good phone
1,"Compare to other models camera quality is low.
Battery life is good 
Value for money",compare to other models camera quality is low battery life is good value for money
1,Nice performance and good camera,nice performance and good camera
1,Thank you moto,thank you moto
1,Very good👍,very good
1,Amazing,amazing
1,Very nice,very nice
1,Good,good
1,"Working well, fast and furious Phone",working well fast and furious phone
1,All good,all good
1,Good,good
1,Nice phone,nice phone
1,Network problem issu,network issu
1,Nice,nice
1,Hanging,hanging
1,Heating problem,heating
1,Very Slow in multiple application run,very slow in multiple application run
1,Good,good
2,Nice product,nice product
2,Best,best
2,Nice product,nice product
2,Good,good
2,"Design,camera, performance all good 👍",design camera performance all good
2,Good  product 👍,good product
2,Superb phone h bas battery performance/Health,superb phone h bas battery performance health
2,Nice ❤️,nice
2,Feels looks like iphone,feels looks like iphone
2,Bad phone,bad phone
2,Gud camera and no smooth tuch lists of laginig,gud camera and no smooth tuch lists of laginig
3,Best in price and performance,best in price and performance
3,Need to improve camera Quality otherwise everything is ok and it's battery 🪫🔋 backup is awesome.,need to improve camera quality otherwise everything is ok and it s battery backup is awesome
3,Good product,good product
3,Superb,superb
3,Not satisfied,not satisfied
3,Very good,very good
3,Very good phone 🤳,very good phone
3,Good,good
4,Good to use,good to use
4,Best phone,best phone
4,Good,good
4,Good,good
4,Camera is bad,camera is bad
4,Good,good
4,Phone not in working condition,phone not in working condition
4,Best all rounder phone in this price range...,best all rounder phone in this price range
5,Nice 👍,nice
5,Good quality very good model,good quality very good model
5,Best phone for daily use,best phone for daily use
5,Nice Phone for College students,nice phone for college students
5,Don't buy this mobile because the worst camera,don t buy this mobile because the worst camera
5,Phone is excellent in performance and look,phone is excellent in performance and look
5,Sound quality very poor,sound quality very poor
5,Good,good
5,This phone is simply superb on this price right now.,this phone is simply superb on this price right now
6,Good performance,good performance
6,overall all functions are good. But the sound quality of this phone is very worst and bad.. sound is not clear and audible as very much to comparing to other phones.. so when you purchase this phone p...,overall all functions are good but the sound quality of this phone is very worst and bad sound is not clear and audible as very much to comparing to other phones so when you purchase this phone p
6,Excellent mobile phone with an affordable price.,excellent mobile phone with an affordable price
6,Good,good
6,Good,good
6,"This is not a waterproof mobile, don't buy it",this is not a waterproof mobile don t buy it
6,"Excellent must purchase it. Sound is good, camera quality also good and battery backup is sufficient.",excellent must purchase it sound is good camera quality also good and battery backup is sufficient
7,Very good mobile,very good mobile
7,Excellent phone with nice camera,excellent phone with nice camera
7,Camera super nice,camera super nice
7,Good product go head,good product go head
7,Good product,good product
7,My mobile charger port technical issue,my mobile charger port technical issue
7,Ok,ok
7,Everything is good 😊,everything is good
7,This is a good mobile phone.paisa woosul.,this is a good mobile phone paisa woosul
7,Good smartphone,good smartphone
7,Expensive 🫰🏻 product I love 😘 it,expensive product i love it
8,Very great phone with a very great quality of camaras,very great phone with a very great quality of camaras
8,very bad,very bad
8,Good,good
8,Very bad,very bad
8,Phone is good   nd camera 💥,phone is good nd camera
8,Good purchase and value for money for 16k,good purchase and value for money for 16k
8,Good product,good product
8,"Very Good phone in this price range. 
Good Design
Good Camera
Battery Life is great.

The only down side is Network receptor seems a little down as sim signal issues has increased in this phone when c...",very good phone in this price range good design good camera battery life is great the only down side is network receptor seems a little down as sim signal issues has increased in this phone when c
9,Mobile weightless and sleek and feel small in hand feeling.. Love it,mobile weightless and sleek and feel small in hand feeling love it
9,Good performance,good performance
9,Good,good
9,Good product,good product
9,God,god
9,"Value for money. 
Best phone in this range.",value for money best phone in this range
9,Overall very good,overall very good
9,Awesome phone moto,awesome phone moto
9,Satisfied,satisfied
9,Awesome product Nice I like it.,awesome product nice i like it
9,After 8 months phone was dead due to mother board issue .,after 8 months phone was dead due to mother board issue
9,Good,good
9,Awesome 👍 product,awesome product
10,I nice phone,i nice phone
10,"Very nice mobile and easy used handling 
And good quality",very nice mobile and easy used handling and good quality
10,Awesome mobile and camera quality is also good,awesome mobile and camera quality is also good
10,Camera stucks every,camera stucks every
10,Good,good
10,Nice camra,nice camra
10,Good phone,good phone
10,Very good mobile ph,very good mobile ph
10,Very nice mobile,very nice mobile
10,Good mobile,good mobile
10,Excellent product,excellent product
10,"camera is just awesome at this price range...
display is very good, sound quality is also...
little heating issue while charging.... 
performance is awesome... 
at this price range just worth it...",camera is just awesome at this price range display is very good sound quality is also little heating issue while charging performance is awesome at this price range just worth it
10,Good batter,good batter
11,This product is very very good,this product is very very good
11,Very nice product,very nice product
11,Overall good phone at this price range,overall good phone at this price range
11,Not better in 20k,not better in 20k
11,Perfect phone in all segments...,perfect phone in all segments
11,But not fixed even after 2-3 updates,but not fixed even after 2 3 updates
11,Using after 2 months i have a problem with charging issue mobile is not charging. first time I have faced worst experience with Flipkart,using after 2 months i have a with charging issue mobile is not charging first time i have faced worst experience with flipkart
11,"Camara quality just like a wow super 
Battery charge very fast 50 mint full charge 
Performance iss normal 
Display is super 
Speaker quality ak number",camara quality just like a wow super battery charge very fast 50 mint full charge performance iss normal display is super speaker quality ak number
11,Ok,ok
11,Value for money,value for money
12,Good 😊 product value for money,good product value for money
12,Normal,normal
12,Really So Osm Product... Very Nice Mobile In Budget.,really so osm product very nice mobile in budget
12,All ok,all ok
12,Mobile hanging,mobile hanging
12,Not good not bad,not good not bad
12,Very nice flipkart,very nice flipkart
12,Not working properly,not working properly
12,Value for money,value for money
12,Good phone overall. Design is very premium and lightweight. Display is smooth and bright. Camera quality is good for daily use. Battery backup is solid and charges fast. Performance is smooth for norm...,good phone overall design is very premium and lightweight display is smooth and bright camera quality is good for daily use battery backup is solid and charges fast performance is smooth for norm
12,Good,good
12,Camera quality low and overall good,camera quality low and overall good
12,Good,good
12,Good mobile phone for best features and Good camera quality,good mobile phone for best features and good camera quality
13,Flipkart service best service and delivery boy best Flipkart number one online shopping..,flipkart service best service and delivery boy best flipkart number one online shopping
13,Nice,nice
13,I Love it 🤩,i love it
13,Ok,ok
13,I'm satisfied with this price range 🙂,i m satisfied with this price range
13,VERY BAD,very bad
13,Network problem is mostly found most of the time,network is mostly found most of the time
13,Worst phone,worst phone
13,Value for money hai thanx flipkart,value for money hai thanx flipkart
13,good,good
13,Best value for money,best value for money
13,All categories wise it's a good product. But I don't like camera originality. I expect good camera quality. Otherwise it's a budget all rounder,all categories wise it s a good product but i don t like camera originality i expect good camera quality otherwise it s a budget all rounder
14,Every is ok go for it,every is ok go for it
14,very nice product,very nice product
14,Superb product i lo,superb product i lo
14,"Nice product.
Value for money",nice product value for money
14,One of the best product,one of the best product
14,Design is very bad,design is very bad
14,Good,good
14,Selfie camer is good but performance is not good in this price section over all budget buy,selfie camer is good but performance is not good in this price section over all budget buy
15,Good pho,good pho
15,Mobile is getting hanged sometimes and restarting when we send feedback no one will respond.,mobile is getting hanged sometimes and restarting when we send feedback no one will respond
15,Superb,superb
15,Good product and communication technology,good product and communication technology
15,Betry power is very disappoint me,betry power is very disappoint me
15,Very bad very disappointed,very bad very disappointed
15,Nice phone,nice phone
15,"Camera best 
 Phone quality nice
Working smooth 
Good job moto",camera best phone quality nice working smooth good job moto
15,Superb in this price range,superb in this price range
15,Awesome design and features. Fabulous mobile.,awesome design and features fabulous mobile
15,Excellent product,excellent product
15,Not good,not good
15,This mobile is just awesome 💯😍❤️❤️,this mobile is just awesome
15,First Time I use Motorola Phone. It's very nice all the functions. Battery Performance is very Good . Mobile is light wait ..,first time i use motorola phone it s very nice all the functions battery performance is very good mobile is light wait
15,Awesome picture,awesome picture
15,Nice,nice
15,Mind blowing,mind blowing
15,Good phone,good phone
15,Best phone in this price and amezing cemara,best phone in this price and amezing cemara
15,Best mobile phone,best mobile phone
15,"The front camera goes blurry Messenger.
I have read a thread on Motorola Community page too. This is device and software problem which is not resolved till date.",the front camera goes blurry messenger i have read a thread on motorola community page too this is device and software which is not resolved till date
15,It's heating too only use half hour phone get heated like going to blast so risky it's heating like pan on gas,it s heating too only use half hour phone get heated like going to blast so risky it s heating like pan on gas
16,Toooooooo much good 💯 phone,toooooooo much good phone
16,Very Good. ❤️,very good
16,Nice,nice
16,Awesome,awesome
16,Really very good phone.,really very good phone
16,Great as expected!,great as expected
16,Nice product,nice product
16,Must bye,must bye
16,Value for money,value for money
16,Good product Moto edge 60 fusion 5g,good product moto edge 60 fusion 5g
16,Awesome phone,awesome phone
16,Good Mobile,good mobile
16,This is waist of money,this is waist of money
17,Love this great camera,love this great camera
17,Worst phone ever I purchased please don't buy it,worst phone ever i purchased please don t buy it
17,Display clarity on top 🔝,display clarity on top
17,"Except lagging while saving the image in AI styled filter, everything is smooth.",except lagging while saving the image in ai styled filter everything is smooth
17,Superb,superb
17,Good,good
17,very bad camera,very bad camera
17,"Too much slowing, Bugggg phone 🤳🏻 
I'll never recommend from Motorola, plz go for other",too much slowing bugggg phone i ll never recommend from motorola plz go for other
17,All good,all good
18,"It does not support 4k 60fps video quality,the rest  is an amazing product with light weight, amazing looks and display with curves...",it does not support 4k 60fps video quality the rest is an amazing product with light weight amazing looks and display with curves
18,Good phone in this range,good phone in this range
18,It's an awesome mobile. Very good performance. No lag in every usage. Smooth operations,it s an awesome mobile very good performance no lag in every usage smooth operations
18,Good for value,good for value
18,"This is not a friendly user phone. I am writing this after using it for 2 months.
1. No Gallery options. We need to download private gallery which is too much advertisement. Even Moto Gallery is lot o...",this is not a friendly user phone i am writing this after using it for 2 months 1 no gallery options we need to download private gallery which is too much advertisement even moto gallery is lot o
18,"Phone mic working very badly on call.
Please don't buy this phone",phone mic working very badly on call please don t buy this phone
18,"Good camera, decent performance. Pretty good for the price",good camera decent performance pretty good for the price
18,All Good 😊👍,all good
18,Mobile over heating within 10 while video call. Noice came from Loudspeaker within 20 days,mobile over heating within 10 while video call noice came from loudspeaker within 20 days
18,Just Wow .. Excellent Phone from Motorola ..American brand is always American ..,just wow excellent phone from motorola american brand is always american
18,It's good phone nice carved display it's awesome mobile working display also so good .and features also good excellent condition moto feature thank you flipkart.🥰💗🫂,it s good phone nice carved display it s awesome mobile working display also so good and features also good excellent condition moto feature thank you flipkart
19,Osm,osm
19,Love the design and internal features.got the desired features in this phone.,love the design and internal features got the desired features in this phone
19,Next level phone.,next level phone
19,Good performance,good performance
19,Product very go,product very go
19,Phone is good as per specifications but there is heating issue.,phone is good as per specifications but there is heating issue
19,Amezing 💓🥰🥳🥳,amezing
20,Best in this range,best in this range
20,Very nice,very nice
20,Power botten not working pro,power botten not working pro
20,Hello moto...... it' s good,hello moto it s good
20,Good,good
20,Good phone 👍🏻,good phone
20,"Camera Clarity Not Good 
Disappointed about that",camera clarity not good disappointed about that
20,Full lag problem,full lag
20,I'm happy with the product and expectations.,i m happy with the product and expectations
20,Best in its price segment,best in its price segment
21,Good,good
21,Mind-blowing Device,mind blowing device
21,after 4 months software not work and mobile is hanging not good,after 4 months software not work and mobile is hanging not good
21,Super mobile TQ Flipkart,super mobile tq flipkart
21,Automatic shutdown,automatic shutdown
21,Without any hesitation go for it,without any hesitation go for it
22,Perfect in this price range,perfect in this price range
22,Very beautiful picture Moto phone 📱🤙 camera 📸 nice,very beautiful picture moto phone camera nice
22,Satisfied,satisfied
22,Nice 👍,nice
22,Worthy,worthy
22,Phone is good but camera quality is very poor.,phone is good but camera quality is very poor
23,love it,love it
23,Very good product,very good product
23,Ok,ok
23,My phone not even completed 4 months and its bettry swollen so high like it can blast any time. Please don't buy any motorola mobile it could harm you and  total waste of your money,my phone not even completed 4 months and its bettry swollen so high like it can blast any time please don t buy any motorola mobile it could harm you and total waste of your money
23,Overall a nice 20k budget phone. A big shout out to MOTOROLA,overall a nice 20k budget phone a big shout out to motorola
23,It is better in size and all,it is better in size and all
23,Good product at this price.,good product at this price
23,Camera quality is very fantastic but Battery backup not good but ok,camera quality is very fantastic but battery backup not good but ok
23,"* battery and charging - Good
* Display and design - Good
* Performance - okay
* UI/Ux - not good 
* Camera - worst camera ever, front and rear camera very bad, not good in daylight and night. 

Not s...",battery and charging good display and design good performance okay ui ux not good camera worst camera ever front and rear camera very bad not good in daylight and night not s
23,Great 👍👍😃😃,great
23,Satisfied with this product,satisfied with this product
24,Very nice Phone,very nice phone
24,Good,good
24,Having display issue.,having display issue
24,Okay,okay
24,Very good.,very good
24,Camera is fantastic 😊. Love this phone.,camera is fantastic love this phone
24,"Good design
Good camera quality 
Super amoled curved display true colour
Super ip69 protection
Super allrounder phone ........",good design good camera quality super amoled curved display true colour super ip69 protection super allrounder phone
24,Not good enough.,not good enough
24,"After 2months use this phone, my opinion is Motorola is back.",after 2months use this phone my opinion is motorola is back
24,In this  range good mobile,in this range good mobile
24,"~Truly Awesome Value!
~Stylish Powerhouse!",truly awesome value stylish powerhouse
24,Good phone,good phone
25,Worst experience... don't buy this product a lot of problems something it's connect calls to another person...waste of money...,worst experience don t buy this product a lot of problems something it s connect calls to another person waste of money
25,Value for money 💰,value for money
25,Mobile is not working,mobile is not working
25,Good 👍,good
25,Supar slim set,supar slim set
25,Nice phone,nice phone
25,Awesome,awesome
26,Sometimes video voices are breaking when mobile uses more then hours,sometimes video voices are breaking when mobile uses more then hours
26,This phone very over heating and battery performance is veri poor,this phone very over heating and battery performance is veri poor
26,Excellent 👌,excellent
26,5g network speed very low when comparing to my previous phone.,5g network speed very low when comparing to my previous phone
26,Good performance,good performance
26,Good product,good product
26,Best phone,best phone
27,Good,good
27,Camera clarity is good,camera clarity is good
27,Very nice products,very nice products
27,Good,good
27,Heating issue,heating issue
27,Good,good
28,This phone switched off on its own and never get switched on again untill got repaired,this phone switched off on its own and never get switched on again untill got repaired
28,Very very affordable mobile. 👌👌🙏,very very affordable mobile
28,Gooddddd,gooddddd
28,"While talking on a video call, the phone gets hot very soon and it's so uncomfortable 😣 and sometimes it's blank, the features are not so good compared to the same amount of other mobile.",while talking on a video call the phone gets hot very soon and it s so uncomfortable and sometimes it s blank the features are not so good compared to the same amount of other mobile
28,Very nice product,very nice product
28,Waste of money,waste of money
29,After 6 month my ph is automatically not working,after 6 month my ph is automatically not working
29,Camera is not good and clicking blurr pictures,camera is not good and clicking blurr pictures
29,Good,good
29,Overall good product,overall good product
29,It's good,it s good
29,"Camera 4/5
Battery 4/5
Display 5/5
Performance 4/5",camera 4 5 battery 4 5 display 5 5 performance 4 5
29,Heating problem,heating
29,Nice one,nice one
30,Good mobile,good mobile
30,"Awesome phone camra quality is superb.
Iam really satisfied with this phone.🙂",awesome phone camra quality is superb iam really satisfied with this phone
30,Good but services problem,good but services
30,wow great mobile,wow great mobile
30,Good,good
90,Very nice,very nice
90,Fantastic,fantastic
90,Natwark problem Hitg,natwark hitg
90,Phone not waterproof,phone not waterproof
90,It is an amazing mobile by moto in a best price range,it is an amazing mobile by moto in a best price range
90,Ok,ok
90,Worest Mobile,worest mobile
90,Nice phone,nice phone
90,Nice,nice
90,I love it must buy,i love it must buy
90,Overall good. Battery 🔋 backup se very good,overall good battery backup se very good
90,5/5 rating awesome phone friendly budget,5 5 rating awesome phone friendly budget
90,It hang too frequently,it hang too frequently
90,Ok,ok
90,Excellent,excellent
90,Not good..i am purchase this product 3months olny.. mobile too gang..i recommend this product don't buy...,not good i am purchase this product 3months olny mobile too gang i recommend this product don t buy
90,It need some improvement,it need some improvement
90,Nice Camera,nice camera
90,Excellent Phones,excellent phones
90,Very Good......,very good
120,Nice 👍🏻,nice
120,Great phone at this price good service by the service person,great phone at this price good service by the service person
120,Best under 20k,best under 20k
120,Product is great... But I am fed up of this battery issue... It does not stay for 24 hrs without even using wifi or gps or hotspot... Having serious battery issue... Getting discharged very soon,product is great but i am fed up of this battery issue it does not stay for 24 hrs without even using wifi or gps or hotspot having serious battery issue getting discharged very soon
120,Best phone in this range,best phone in this range
120,Gud,gud
120,Good,good
120,Ok,ok
120,I was put on the play store app update and the mobile was hanged and shut down at the same time.,i was put on the play store app update and the mobile was hanged and shut down at the same time
120,good phone,good phone
120,Nice,nice
120,Phone camera is good battery backup is good every thing is so pursiches this ph8,phone camera is good battery backup is good every thing is so pursiches this ph8
120,Excellent 👍🏼👍🏼,excellent
120,All' Good 👍,all good
120,"Having heating issue while charging, freezing many time and battery draining without uses and don't have option of return or exchange also",having heating issue while charging freezing many time and battery draining without uses and don t have option of return or exchange also
120,Super quality mobile,super quality mobile
120,It's a very good phone..,it s a very good phone
120,Water leakage problem in the product,water leakage in the product
120,Nice,nice
120,This is 2 months after review... Really the best mobile.. no doubt go for it,this is 2 months after review really the best mobile no doubt go for it
120,"Network issues, slow response, bad touch response,",network issues slow response bad touch response
120,"Amazing product. Value for money product, smooth interface, multiple standalone features and reliable !
Upgraded from Moto G62. No issues in last 3 years within the motorolla system, mentioning this b...",amazing product value for money product smooth interface multiple standalone features and reliable upgraded from moto g62 no issues in last 3 years within the motorolla system mentioning this b
120,nice phone amazing🥰value for money 💰,nice phone amazingvalue for money
120,Good product amezing,good product amezing
120,I loved the phone. curves are good brighter display but the speakers should be more better though it comes with Dolby still distortion is there.,i loved the phone curves are good brighter display but the speakers should be more better though it comes with dolby still distortion is there
120,"Mobile got very heat unable to use more hours,",mobile got very heat unable to use more hours
120,Ok,ok
120,Ok,ok
120,Good,good
120,"All good, but im disappointed with camera. The normal camera is good but the 0.5x video and photo camera is so poor. Excluding that its a masterpiece",all good but im disappointed with camera the normal camera is good but the 0 5x video and photo camera is so poor excluding that its a masterpiece
120,Really worthy for money.... must buy option.,really worthy for money must buy option
120,Good,good
120,Super phone,super phone
120,One of the best product. I bought two of them. Simply Awesome.,one of the best product i bought two of them simply awesome
120,Awesome...I liked,awesome i liked
120,Overall a good Phone and Good Camera Quality,overall a good phone and good camera quality
120,Best product for this price,best product for this price
120,Speaker issue,speaker issue
120,Excellent gadget 👏,excellent gadget
120,Two month useing this phone .but hanging problam in phone,two month useing this phone but hanging problam in phone
