days,content,cleaned_review,llm_output
300,good,good,ID: 680 | Sentiment: Pos | Summary: good.
300,Very nice 👍,very nice,ID: 681 | Sentiment: Pos | Summary: very nice.
300,Everything is best but day to day task device lags on basic daily task I don't play heavy games but device lags  only 2 days has done when I bought this device it need optimisation by software update,everything is best but day to day task device lags on basic daily task i don t play heavy games but device lags only 2 days has done when i bought this device it need optimisation by software update,"ID: 682 | Sentiment: Neg | Summary: Everything is best but device lags on basic daily tasks, needs optimization."
300,I like the curve display it's my first curve display mobile. Speaking about cons Motorola needs to create their own apps.,i like the curve display it s my first curve display mobile speaking about motorola needs to create their own apps,"ID: 683 | Sentiment: Neu | Summary: I like the curve display, Motorola needs to create their own apps."
330,"Camera quality is awesome .. dolby sound , curved display fast charging. mobile is overall good on this price range ..",camera quality is awesome dolby sound curved display fast charging mobile is overall good on this price range,"ID: 684 | Sentiment: Pos | Summary: Camera quality is awesome, Dolby sound, curved display, fast charging, overall good."
330,Best phone,best phone,ID: 685 | Sentiment: Pos | Summary: best phone.
330,"Camera quality Best 
Display quality Best 
Battery best",camera quality best display quality best battery best,"ID: 686 | Sentiment: Pos | Summary: Camera quality best, display quality best, battery best."
180,"Much improvement needed in terms of UI, more customisation needed",much improvement needed in terms of ui more customisation needed,"ID: 687 | Sentiment: Neg | Summary: Much improvement needed in terms of UI, more customization needed."
330,There is little gap at the right side through which water may enter,there is little gap at the right side through which water may enter,ID: 688 | Sentiment: Neg | Summary: There is little gap at the right side through which water may enter.
330,"Fantabulous for the Mobile Uses and Screen is a Awesome 

Camera Very Clarity for Still

Power backup 2 Days",fantabulous for the mobile uses and screen is a awesome camera very clarity for still power backup 2 days,"ID: 689 | Sentiment: Pos | Summary: Fantabulous for mobile uses, awesome screen, very clear camera, 2 days power backup."
330,All gud specially flipkart agent shubham such a very nice person ane gud behiver. Thanks flipkart for gud man power in marketing,all gud specially flipkart agent shubham such a very nice person ane gud behiver thanks flipkart for gud man power in marketing,"ID: 690 | Sentiment: Pos | Summary: All good, especially Flipkart agent Shubham, very nice person."
180,"If u want a mobile camera don't buy it, The camera is very poor, only the name 50mp but quality is 5mp batter is good",if u want a mobile camera don t buy it the camera is very poor only the name 50mp but quality is 5mp batter is good,"ID: 691 | Sentiment: Neg | Summary: If you want a mobile camera don't buy it, camera is very poor, battery is good."
240,"One of the best camera phone in this price range with good battery, good display and decent performance.",one of the best camera phone in this price range with good battery good display and decent performance,"ID: 692 | Sentiment: Pos | Summary: One of the best camera phone in this price range with good battery, display and decent performance."
330,I'm really disappointed... I will explain my experience some couple of weeks,i m really disappointed i will explain my experience some couple of weeks,"ID: 693 | Sentiment: Neg | Summary: I'm really disappointed, will explain my experience."
330,Camera is not good but Photo Quality good 😊👍,camera is not good but photo quality good,ID: 694 | Sentiment: Neg | Summary: Camera is not good but photo quality good.
330,Stunning.,stunning,ID: 695 | Sentiment: Pos | Summary: stunning.
330,Great value at this price,great value at this price,ID: 696 | Sentiment: Pos | Summary: Great value for the price.
330,I love it. Thanks flipkart.,i love it thanks flipkart,"ID: 697 | Sentiment: Pos | Summary: I love it, thanks Flipkart."
1,Nice product and looking or features is best from other mobile,nice product and looking or features is best from other mobile,ID: 698 | Sentiment: Pos | Summary: Nice product with best features.
1,"Good phone for the price. The display, design, and battery are very impressive and the overall experience is smooth. However, the front camera could have been better, and there are some minor lock scr...",good phone for the price the display design and battery are very impressive and the overall experience is smooth however the front camera could have been better and there are some minor lock scr,"ID: 699 | Sentiment: Pos | Summary: Good phone with impressive display, design, and battery, but front camera and minor lock screen issues."
1,Very nice,very nice,ID: 700 | Sentiment: Pos | Summary: Very nice.
1,Good phone 🥰,good phone,ID: 701 | Sentiment: Pos | Summary: Good phone.
1,"Compare to other models camera quality is low.
Battery life is good 
Value for money",compare to other models camera quality is low battery life is good value for money,"ID: 702 | Sentiment: Neg | Summary: Camera quality is low compared to other models, but battery life is good and value for money."
1,Nice performance and good camera,nice performance and good camera,ID: 703 | Sentiment: Pos | Summary: Nice performance and good camera.
1,Thank you moto,thank you moto,ID: 704 | Sentiment: Pos | Summary: Thank you Moto.
1,Very good👍,very good,ID: 705 | Sentiment: Pos | Summary: Very good.
1,Amazing,amazing,ID: 706 | Sentiment: Pos | Summary: Amazing.
1,Very nice,very nice,ID: 707 | Sentiment: Pos | Summary: Very nice.
1,Good,good,ID: 708 | Sentiment: Pos | Summary: Good.
1,"Working well, fast and furious Phone",working well fast and furious phone,"ID: 709 | Sentiment: Pos | Summary: Working well, fast and furious phone."
1,All good,all good,ID: 710 | Sentiment: Pos | Summary: All good.
1,Good,good,ID: 711 | Sentiment: Pos | Summary: Good.
1,Nice phone,nice phone,ID: 712 | Sentiment: Pos | Summary: Nice phone.
1,Network problem issu,network issu,ID: 713 | Sentiment: Neg | Summary: Network issue.
1,Nice,nice,ID: 714 | Sentiment: Pos | Summary: Nice.
1,Hanging,hanging,ID: 715 | Sentiment: Neg | Summary: Hanging.
1,Heating problem,heating,ID: 716 | Sentiment: Neg | Summary: Heating.
1,Very Slow in multiple application run,very slow in multiple application run,ID: 717 | Sentiment: Neg | Summary: Very slow in multiple application run.
1,Good,good,ID: 718 | Sentiment: Pos | Summary: Good.
2,Nice product,nice product,ID: 719 | Sentiment: Pos | Summary: Nice product.
2,Best,best,ID: 720 | Sentiment: Pos | Summary: Best.
2,Nice product,nice product,ID: 721 | Sentiment: Pos | Summary: Nice product.
2,Good,good,ID: 722 | Sentiment: Pos | Summary: Good.
2,"Design,camera, performance all good 👍",design camera performance all good,"ID: 723 | Sentiment: Pos | Summary: Design, camera, performance all good."
2,Good  product 👍,good product,ID: 724 | Sentiment: Pos | Summary: Good product.
2,Superb phone h bas battery performance/Health,superb phone h bas battery performance health,"ID: 725 | Sentiment: Pos | Summary: Superb phone, but battery performance health."
2,Nice ❤️,nice,ID: 726 | Sentiment: Pos | Summary: Nice.
2,Feels looks like iphone,feels looks like iphone,ID: 727 | Sentiment: Neu | Summary: Feels looks like iPhone.
2,Bad phone,bad phone,ID: 728 | Sentiment: Neg | Summary: Bad phone.
2,Gud camera and no smooth tuch lists of laginig,gud camera and no smooth tuch lists of laginig,"ID: 729 | Sentiment: Neg | Summary: Good camera but not smooth touch, lists of lagging."
3,Best in price and performance,best in price and performance,ID: 730 | Sentiment: Pos | Summary: Best in price and performance.
3,Need to improve camera Quality otherwise everything is ok and it's battery 🪫🔋 backup is awesome.,need to improve camera quality otherwise everything is ok and it s battery backup is awesome,"ID: 731 | Sentiment: Pos | Summary: Need to improve camera quality, otherwise everything is ok and battery backup is awesome."
3,Good product,good product,ID: 732 | Sentiment: Pos | Summary: Good product.
3,Superb,superb,ID: 733 | Sentiment: Pos | Summary: Superb.
3,Not satisfied,not satisfied,ID: 734 | Sentiment: Neg | Summary: Not satisfied.
3,Very good,very good,ID: 735 | Sentiment: Pos | Summary: Very good.
3,Very good phone 🤳,very good phone,ID: 736 | Sentiment: Pos | Summary: Very good phone.
3,Good,good,ID: 737 | Sentiment: Pos | Summary: Good.
4,Good to use,good to use,ID: 738 | Sentiment: Pos | Summary: Good to use.
4,Best phone,best phone,ID: 739 | Sentiment: Pos | Summary: Best phone.
4,Good,good,ID: 740 | Sentiment: Pos | Summary: Good.
4,Good,good,ID: 741 | Sentiment: Pos | Summary: Good.
4,Camera is bad,camera is bad,ID: 742 | Sentiment: Neg | Summary: Camera is bad.
4,Good,good,ID: 743 | Sentiment: Pos | Summary: Good.
4,Phone not in working condition,phone not in working condition,ID: 744 | Sentiment: Neg | Summary: Phone not in working condition.
4,Best all rounder phone in this price range...,best all rounder phone in this price range,ID: 745 | Sentiment: Pos | Summary: Best all rounder phone in this price range.
5,Nice 👍,nice,ID: 746 | Sentiment: Pos | Summary: Nice.
5,Good quality very good model,good quality very good model,"ID: 747 | Sentiment: Pos | Summary: Good quality, very good model."
5,Best phone for daily use,best phone for daily use,ID: 748 | Sentiment: Pos | Summary: Best phone for daily use.
5,Nice Phone for College students,nice phone for college students,ID: 749 | Sentiment: Pos | Summary: Nice phone for college students.
5,Don't buy this mobile because the worst camera,don t buy this mobile because the worst camera,ID: 750 | Sentiment: Neg | Summary: Don't buy this mobile because the worst camera.
5,Phone is excellent in performance and look,phone is excellent in performance and look,ID: 751 | Sentiment: Pos | Summary: Phone is excellent in performance and look.
5,Sound quality very poor,sound quality very poor,ID: 752 | Sentiment: Neg | Summary: Sound quality very poor.
5,Good,good,ID: 753 | Sentiment: Pos | Summary: Good.
5,This phone is simply superb on this price right now.,this phone is simply superb on this price right now,ID: 754 | Sentiment: Pos | Summary: This phone is simply superb on this price right now.
6,Good performance,good performance,ID: 755 | Sentiment: Pos | Summary: Good performance.
6,overall all functions are good. But the sound quality of this phone is very worst and bad.. sound is not clear and audible as very much to comparing to other phones.. so when you purchase this phone p...,overall all functions are good but the sound quality of this phone is very worst and bad sound is not clear and audible as very much to comparing to other phones so when you purchase this phone p,ID: 756 | Sentiment: Neg | Summary: Overall functions are good but sound quality is very worst and not clear.
6,Excellent mobile phone with an affordable price.,excellent mobile phone with an affordable price,ID: 757 | Sentiment: Pos | Summary: Excellent mobile phone with an affordable price.
6,Good,good,ID: 758 | Sentiment: Pos | Summary: Good.
6,Good,good,ID: 759 | Sentiment: Pos | Summary: Good.
6,"This is not a waterproof mobile, don't buy it",this is not a waterproof mobile don t buy it,"ID: 760 | Sentiment: Neg | Summary: Not waterproof, don't buy."
6,"Excellent must purchase it. Sound is good, camera quality also good and battery backup is sufficient.",excellent must purchase it sound is good camera quality also good and battery backup is sufficient,"ID: 761 | Sentiment: Pos | Summary: Excellent, must purchase, good sound, camera, and battery."
7,Very good mobile,very good mobile,ID: 762 | Sentiment: Pos | Summary: Very good mobile.
7,Excellent phone with nice camera,excellent phone with nice camera,ID: 763 | Sentiment: Pos | Summary: Excellent phone with nice camera.
7,Camera super nice,camera super nice,ID: 764 | Sentiment: Pos | Summary: Camera super nice.
7,Good product go head,good product go head,"ID: 765 | Sentiment: Pos | Summary: Good product, go ahead."
7,Good product,good product,ID: 766 | Sentiment: Pos | Summary: Good product.
7,My mobile charger port technical issue,my mobile charger port technical issue,ID: 767 | Sentiment: Neg | Summary: Mobile charger port technical issue.
7,Ok,ok,ID: 768 | Sentiment: Neu | Summary: Ok.
7,Everything is good 😊,everything is good,ID: 769 | Sentiment: Pos | Summary: Everything is good.
7,This is a good mobile phone.paisa woosul.,this is a good mobile phone paisa woosul,"ID: 770 | Sentiment: Pos | Summary: Good mobile phone, value for money."
7,Good smartphone,good smartphone,ID: 771 | Sentiment: Pos | Summary: Good smartphone.
7,Expensive 🫰🏻 product I love 😘 it,expensive product i love it,"ID: 772 | Sentiment: Pos | Summary: Expensive product, I love it."
8,Very great phone with a very great quality of camaras,very great phone with a very great quality of camaras,ID: 773 | Sentiment: Pos | Summary: Very great phone with great camera quality.
8,very bad,very bad,ID: 774 | Sentiment: Neg | Summary: Very bad.
8,Good,good,ID: 775 | Sentiment: Pos | Summary: Good.
8,Very bad,very bad,ID: 776 | Sentiment: Neg | Summary: Very bad.
8,Phone is good   nd camera 💥,phone is good nd camera,ID: 777 | Sentiment: Pos | Summary: Phone is good and camera.
8,Good purchase and value for money for 16k,good purchase and value for money for 16k,ID: 778 | Sentiment: Pos | Summary: Good purchase and value for money for 16k.
8,Good product,good product,ID: 779 | Sentiment: Pos | Summary: Good product.
8,"Very Good phone in this price range. 
Good Design
Good Camera
Battery Life is great.

The only down side is Network receptor seems a little down as sim signal issues has increased in this phone when c...",very good phone in this price range good design good camera battery life is great the only down side is network receptor seems a little down as sim signal issues has increased in this phone when c,"ID: 780 | Sentiment: Pos | Summary: Very good phone, good design, camera, battery, but network receptor is weak."
9,Mobile weightless and sleek and feel small in hand feeling.. Love it,mobile weightless and sleek and feel small in hand feeling love it,"ID: 781 | Sentiment: Pos | Summary: Mobile weightless, sleek, feels small and love it."
9,Good performance,good performance,ID: 782 | Sentiment: Pos | Summary: Good performance.
9,Good,good,ID: 783 | Sentiment: Pos | Summary: Good.
9,Good product,good product,ID: 784 | Sentiment: Pos | Summary: Good product.
9,God,god,ID: 785 | Sentiment: Pos | Summary: God.
9,"Value for money. 
Best phone in this range.",value for money best phone in this range,ID: 786 | Sentiment: Pos | Summary: Value for money best phone in this range.
9,Overall very good,overall very good,ID: 787 | Sentiment: Pos | Summary: Overall very good.
9,Awesome phone moto,awesome phone moto,ID: 788 | Sentiment: Pos | Summary: Awesome phone moto.
9,Satisfied,satisfied,ID: 789 | Sentiment: Pos | Summary: Satisfied.
9,Awesome product Nice I like it.,awesome product nice i like it,ID: 790 | Sentiment: Pos | Summary: Awesome product nice I like it.
9,After 8 months phone was dead due to mother board issue .,after 8 months phone was dead due to mother board issue,ID: 791 | Sentiment: Neg | Summary: After 8 months phone was dead due to mother board issue.
9,Good,good,ID: 792 | Sentiment: Pos | Summary: Good.
9,Awesome 👍 product,awesome product,ID: 793 | Sentiment: Pos | Summary: Awesome product.
10,I nice phone,i nice phone,ID: 794 | Sentiment: Pos | Summary: I nice phone.
10,"Very nice mobile and easy used handling 
And good quality",very nice mobile and easy used handling and good quality,"ID: 795 | Sentiment: Pos | Summary: Very nice mobile, easy to use, good quality."
10,Awesome mobile and camera quality is also good,awesome mobile and camera quality is also good,ID: 796 | Sentiment: Pos | Summary: Awesome mobile and camera quality is also good.
10,Camera stucks every,camera stucks every,ID: 797 | Sentiment: Neg | Summary: Camera stucks every.
10,Good,good,ID: 798 | Sentiment: Pos | Summary: Good.
10,Nice camra,nice camra,ID: 799 | Sentiment: Pos | Summary: Nice camra.
10,Good phone,good phone,ID: 800 | Sentiment: Pos | Summary: Good phone.
10,Very good mobile ph,very good mobile ph,ID: 801 | Sentiment: Pos | Summary: Very good mobile ph.
10,Very nice mobile,very nice mobile,ID: 802 | Sentiment: Pos | Summary: Very nice mobile.
10,Good mobile,good mobile,ID: 803 | Sentiment: Pos | Summary: Good mobile.
10,Excellent product,excellent product,ID: 804 | Sentiment: Pos | Summary: Excellent product.
10,"camera is just awesome at this price range...
display is very good, sound quality is also...
little heating issue while charging.... 
performance is awesome... 
at this price range just worth it...",camera is just awesome at this price range display is very good sound quality is also little heating issue while charging performance is awesome at this price range just worth it,"ID: 805 | Sentiment: Pos | Summary: Awesome camera, display, sound, some heating, awesome performance, worth it."
10,Good batter,good batter,ID: 806 | Sentiment: Pos | Summary: Good batter.
11,This product is very very good,this product is very very good,ID: 807 | Sentiment: Pos | Summary: This product is very very good.
11,Very nice product,very nice product,ID: 808 | Sentiment: Pos | Summary: Very nice product.
11,Overall good phone at this price range,overall good phone at this price range,ID: 809 | Sentiment: Pos | Summary: Overall good phone at this price range.
11,Not better in 20k,not better in 20k,ID: 810 | Sentiment: Neg | Summary: Not better in 20k.
11,Perfect phone in all segments...,perfect phone in all segments,ID: 811 | Sentiment: Pos | Summary: Perfect phone in all segments.
11,But not fixed even after 2-3 updates,but not fixed even after 2 3 updates,ID: 812 | Sentiment: Neu | Summary: But not fixed even after 2 3 updates.
11,Using after 2 months i have a problem with charging issue mobile is not charging. first time I have faced worst experience with Flipkart,using after 2 months i have a with charging issue mobile is not charging first time i have faced worst experience with flipkart,"ID: 813 | Sentiment: Neg | Summary: Charging issue after 2 months, worst experience."
11,"Camara quality just like a wow super 
Battery charge very fast 50 mint full charge 
Performance iss normal 
Display is super 
Speaker quality ak number",camara quality just like a wow super battery charge very fast 50 mint full charge performance iss normal display is super speaker quality ak number,"ID: 814 | Sentiment: Pos | Summary: Great camera, fast charging, normal performance, good display and speaker."
11,Ok,ok,ID: 815 | Sentiment: Neu | Summary: ok.
11,Value for money,value for money,ID: 816 | Sentiment: Pos | Summary: value for money.
12,Good 😊 product value for money,good product value for money,ID: 817 | Sentiment: Pos | Summary: good product value for money.
12,Normal,normal,ID: 818 | Sentiment: Neu | Summary: normal.
12,Really So Osm Product... Very Nice Mobile In Budget.,really so osm product very nice mobile in budget,ID: 819 | Sentiment: Pos | Summary: really so osm product very nice mobile in budget.
12,All ok,all ok,ID: 820 | Sentiment: Neu | Summary: all ok.
12,Mobile hanging,mobile hanging,ID: 821 | Sentiment: Neg | Summary: mobile hanging.
12,Not good not bad,not good not bad,ID: 822 | Sentiment: Neu | Summary: not good not bad.
12,Very nice flipkart,very nice flipkart,ID: 823 | Sentiment: Pos | Summary: very nice flipkart.
12,Not working properly,not working properly,ID: 824 | Sentiment: Neg | Summary: not working properly.
12,Value for money,value for money,ID: 825 | Sentiment: Pos | Summary: value for money.
12,Good phone overall. Design is very premium and lightweight. Display is smooth and bright. Camera quality is good for daily use. Battery backup is solid and charges fast. Performance is smooth for norm...,good phone overall design is very premium and lightweight display is smooth and bright camera quality is good for daily use battery backup is solid and charges fast performance is smooth for norm,"ID: 826 | Sentiment: Pos | Summary: Good phone, premium design, smooth display, good camera, solid battery, smooth performance."
12,Good,good,ID: 827 | Sentiment: Pos | Summary: good.
12,Camera quality low and overall good,camera quality low and overall good,ID: 828 | Sentiment: Neu | Summary: camera quality low and overall good.
12,Good,good,ID: 829 | Sentiment: Pos | Summary: good.
12,Good mobile phone for best features and Good camera quality,good mobile phone for best features and good camera quality,ID: 830 | Sentiment: Pos | Summary: good mobile phone for best features and good camera quality.
13,Flipkart service best service and delivery boy best Flipkart number one online shopping..,flipkart service best service and delivery boy best flipkart number one online shopping,ID: 831 | Sentiment: Pos | Summary: flipkart service best service and delivery boy best flipkart number one online shopping.
13,Nice,nice,ID: 832 | Sentiment: Pos | Summary: nice.
13,I Love it 🤩,i love it,ID: 833 | Sentiment: Pos | Summary: i love it.
13,Ok,ok,ID: 834 | Sentiment: Neu | Summary: ok.
13,I'm satisfied with this price range 🙂,i m satisfied with this price range,ID: 835 | Sentiment: Pos | Summary: i m satisfied with this price range.
13,VERY BAD,very bad,ID: 836 | Sentiment: Neg | Summary: very bad.
13,Network problem is mostly found most of the time,network is mostly found most of the time,ID: 837 | Sentiment: Neg | Summary: network is mostly found most of the time.
13,Worst phone,worst phone,ID: 838 | Sentiment: Neg | Summary: worst phone.
13,Value for money hai thanx flipkart,value for money hai thanx flipkart,ID: 839 | Sentiment: Pos | Summary: value for money hai thanx flipkart.
13,good,good,ID: 840 | Sentiment: Pos | Summary: good.
13,Best value for money,best value for money,ID: 841 | Sentiment: Pos | Summary: best value for money.
13,All categories wise it's a good product. But I don't like camera originality. I expect good camera quality. Otherwise it's a budget all rounder,all categories wise it s a good product but i don t like camera originality i expect good camera quality otherwise it s a budget all rounder,"ID: 842 | Sentiment: Neu | Summary: Good overall, dislikes camera originality, budget all-rounder."
14,Every is ok go for it,every is ok go for it,ID: 843 | Sentiment: Pos | Summary: every is ok go for it.
14,very nice product,very nice product,ID: 844 | Sentiment: Pos | Summary: very nice product.
14,Superb product i lo,superb product i lo,ID: 845 | Sentiment: Pos | Summary: superb product i lo.
14,"Nice product.
Value for money",nice product value for money,ID: 846 | Sentiment: Pos | Summary: nice product value for money.
14,One of the best product,one of the best product,ID: 847 | Sentiment: Pos | Summary: one of the best product.
14,Design is very bad,design is very bad,ID: 848 | Sentiment: Neg | Summary: design is very bad.
14,Good,good,ID: 849 | Sentiment: Pos | Summary: good.
14,Selfie camer is good but performance is not good in this price section over all budget buy,selfie camer is good but performance is not good in this price section over all budget buy,"ID: 850 | Sentiment: Neu | Summary: Good selfie camera, poor performance, budget buy."
15,Good pho,good pho,ID: 851 | Sentiment: Pos | Summary: good pho.
15,Mobile is getting hanged sometimes and restarting when we send feedback no one will respond.,mobile is getting hanged sometimes and restarting when we send feedback no one will respond,"ID: 852 | Sentiment: Neg | Summary: Mobile hangs and restarts, no response to feedback."
15,Superb,superb,ID: 853 | Sentiment: Pos | Summary: superb.
15,Good product and communication technology,good product and communication technology,ID: 854 | Sentiment: Pos | Summary: good product and communication technology.
15,Betry power is very disappoint me,betry power is very disappoint me,ID: 855 | Sentiment: Neg | Summary: betry power is very disappoint me.
15,Very bad very disappointed,very bad very disappointed,ID: 856 | Sentiment: Neg | Summary: very bad very disappointed.
15,Nice phone,nice phone,ID: 857 | Sentiment: Pos | Summary: nice phone.
15,"Camera best 
 Phone quality nice
Working smooth 
Good job moto",camera best phone quality nice working smooth good job moto,ID: 858 | Sentiment: Pos | Summary: camera best phone quality nice working smooth good job moto.
15,Superb in this price range,superb in this price range,ID: 859 | Sentiment: Pos | Summary: superb in this price range.
15,Awesome design and features. Fabulous mobile.,awesome design and features fabulous mobile,ID: 860 | Sentiment: Pos | Summary: awesome design and features fabulous mobile.
15,Excellent product,excellent product,ID: 861 | Sentiment: Pos | Summary: excellent product.
15,Not good,not good,ID: 862 | Sentiment: Neg | Summary: not good.
15,This mobile is just awesome 💯😍❤️❤️,this mobile is just awesome,ID: 863 | Sentiment: Pos | Summary: this mobile is just awesome.
15,First Time I use Motorola Phone. It's very nice all the functions. Battery Performance is very Good . Mobile is light wait ..,first time i use motorola phone it s very nice all the functions battery performance is very good mobile is light wait,"ID: 864 | Sentiment: Pos | Summary: First Motorola phone, very nice with good functions, battery, and lightweight."
15,Awesome picture,awesome picture,ID: 865 | Sentiment: Pos | Summary: Awesome picture.
15,Nice,nice,ID: 866 | Sentiment: Pos | Summary: Nice.
15,Mind blowing,mind blowing,ID: 867 | Sentiment: Pos | Summary: Mind blowing.
15,Good phone,good phone,ID: 868 | Sentiment: Pos | Summary: Good phone.
15,Best phone in this price and amezing cemara,best phone in this price and amezing cemara,ID: 869 | Sentiment: Pos | Summary: Best phone in this price with amazing camera.
15,Best mobile phone,best mobile phone,ID: 870 | Sentiment: Pos | Summary: Best mobile phone.
15,"The front camera goes blurry Messenger.
I have read a thread on Motorola Community page too. This is device and software problem which is not resolved till date.",the front camera goes blurry messenger i have read a thread on motorola community page too this is device and software which is not resolved till date,"ID: 871 | Sentiment: Neg | Summary: Front camera blurry, unresolved issue."
15,It's heating too only use half hour phone get heated like going to blast so risky it's heating like pan on gas,it s heating too only use half hour phone get heated like going to blast so risky it s heating like pan on gas,ID: 872 | Sentiment: Neg | Summary: Phone heats up quickly and feels risky.
16,Toooooooo much good 💯 phone,toooooooo much good phone,ID: 873 | Sentiment: Pos | Summary: Too much good phone.
16,Very Good. ❤️,very good,ID: 874 | Sentiment: Pos | Summary: Very good.
16,Nice,nice,ID: 875 | Sentiment: Pos | Summary: Nice.
16,Awesome,awesome,ID: 876 | Sentiment: Pos | Summary: Awesome.
16,Really very good phone.,really very good phone,ID: 877 | Sentiment: Pos | Summary: Really very good phone.
16,Great as expected!,great as expected,ID: 878 | Sentiment: Pos | Summary: Great as expected.
16,Nice product,nice product,ID: 879 | Sentiment: Pos | Summary: Nice product.
16,Must bye,must bye,ID: 880 | Sentiment: Pos | Summary: Must bye.
16,Value for money,value for money,ID: 881 | Sentiment: Pos | Summary: Value for money.
16,Good product Moto edge 60 fusion 5g,good product moto edge 60 fusion 5g,ID: 882 | Sentiment: Pos | Summary: Good product Moto Edge 60 Fusion 5G.
16,Awesome phone,awesome phone,ID: 883 | Sentiment: Pos | Summary: Awesome phone.
16,Good Mobile,good mobile,ID: 884 | Sentiment: Pos | Summary: Good mobile.
16,This is waist of money,this is waist of money,ID: 885 | Sentiment: Neg | Summary: This is waist of money.
17,Love this great camera,love this great camera,ID: 886 | Sentiment: Pos | Summary: Love this great camera.
17,Worst phone ever I purchased please don't buy it,worst phone ever i purchased please don t buy it,"ID: 887 | Sentiment: Neg | Summary: Worst phone ever, don't buy it."
17,Display clarity on top 🔝,display clarity on top,ID: 888 | Sentiment: Pos | Summary: Display clarity on top.
17,"Except lagging while saving the image in AI styled filter, everything is smooth.",except lagging while saving the image in ai styled filter everything is smooth,"ID: 889 | Sentiment: Neg | Summary: Lagging while saving images in AI filter, otherwise smooth."
17,Superb,superb,ID: 890 | Sentiment: Pos | Summary: Superb.
17,Good,good,ID: 891 | Sentiment: Pos | Summary: Good.
17,very bad camera,very bad camera,ID: 892 | Sentiment: Neg | Summary: Very bad camera.
17,"Too much slowing, Bugggg phone 🤳🏻 
I'll never recommend from Motorola, plz go for other",too much slowing bugggg phone i ll never recommend from motorola plz go for other,"ID: 893 | Sentiment: Neg | Summary: Slowing, buggy phone, doesn't recommend Motorola."
17,All good,all good,ID: 894 | Sentiment: Pos | Summary: All good.
18,"It does not support 4k 60fps video quality,the rest  is an amazing product with light weight, amazing looks and display with curves...",it does not support 4k 60fps video quality the rest is an amazing product with light weight amazing looks and display with curves,"ID: 895 | Sentiment: Neg | Summary: No 4K 60fps, but amazing otherwise."
18,Good phone in this range,good phone in this range,ID: 896 | Sentiment: Pos | Summary: Good phone in this range.
18,It's an awesome mobile. Very good performance. No lag in every usage. Smooth operations,it s an awesome mobile very good performance no lag in every usage smooth operations,"ID: 897 | Sentiment: Pos | Summary: Awesome mobile, very good performance, no lag."
18,Good for value,good for value,ID: 898 | Sentiment: Pos | Summary: Good for value.
18,"This is not a friendly user phone. I am writing this after using it for 2 months.
1. No Gallery options. We need to download private gallery which is too much advertisement. Even Moto Gallery is lot o...",this is not a friendly user phone i am writing this after using it for 2 months 1 no gallery options we need to download private gallery which is too much advertisement even moto gallery is lot o,"ID: 899 | Sentiment: Neg | Summary: Not user-friendly, no gallery options, too much advertisement."
18,"Phone mic working very badly on call.
Please don't buy this phone",phone mic working very badly on call please don t buy this phone,"ID: 900 | Sentiment: Neg | Summary: Phone mic working very badly on call, don't buy."
18,"Good camera, decent performance. Pretty good for the price",good camera decent performance pretty good for the price,"ID: 901 | Sentiment: Pos | Summary: Good camera, decent performance, good for the price."
18,All Good 😊👍,all good,ID: 902 | Sentiment: Pos | Summary: All good.
18,Mobile over heating within 10 while video call. Noice came from Loudspeaker within 20 days,mobile over heating within 10 while video call noice came from loudspeaker within 20 days,"ID: 903 | Sentiment: Neg | Summary: Mobile overheating, noise from loudspeaker."
18,Just Wow .. Excellent Phone from Motorola ..American brand is always American ..,just wow excellent phone from motorola american brand is always american,"ID: 904 | Sentiment: Pos | Summary: Just wow, excellent phone from Motorola."
18,It's good phone nice carved display it's awesome mobile working display also so good .and features also good excellent condition moto feature thank you flipkart.🥰💗🫂,it s good phone nice carved display it s awesome mobile working display also so good and features also good excellent condition moto feature thank you flipkart,"ID: 905 | Sentiment: Pos | Summary: Good phone, nice display, awesome mobile."
19,Osm,osm,ID: 906 | Sentiment: Pos | Summary: Osm.
19,Love the design and internal features.got the desired features in this phone.,love the design and internal features got the desired features in this phone,ID: 907 | Sentiment: Pos | Summary: Love the design and internal features.
19,Next level phone.,next level phone,ID: 908 | Sentiment: Pos | Summary: Next level phone.
19,Good performance,good performance,ID: 909 | Sentiment: Pos | Summary: Good performance.
19,Product very go,product very go,ID: 910 | Sentiment: Pos | Summary: Product very go.
19,Phone is good as per specifications but there is heating issue.,phone is good as per specifications but there is heating issue,ID: 911 | Sentiment: Neg | Summary: Phone has heating issue.
19,Amezing 💓🥰🥳🥳,amezing,ID: 912 | Sentiment: Pos | Summary: amezing.
20,Best in this range,best in this range,ID: 913 | Sentiment: Pos | Summary: best in this range.
20,Very nice,very nice,ID: 914 | Sentiment: Pos | Summary: very nice.
20,Power botten not working pro,power botten not working pro,ID: 915 | Sentiment: Neg | Summary: Power button not working.
20,Hello moto...... it' s good,hello moto it s good,ID: 916 | Sentiment: Pos | Summary: hello moto it s good.
20,Good,good,ID: 917 | Sentiment: Pos | Summary: good.
20,Good phone 👍🏻,good phone,ID: 918 | Sentiment: Pos | Summary: good phone.
20,"Camera Clarity Not Good 
Disappointed about that",camera clarity not good disappointed about that,ID: 919 | Sentiment: Neg | Summary: Camera clarity not good.
20,Full lag problem,full lag,ID: 920 | Sentiment: Neg | Summary: full lag.
20,I'm happy with the product and expectations.,i m happy with the product and expectations,ID: 921 | Sentiment: Pos | Summary: happy with the product and expectations.
